id,canonicalized_smiles,taste
6173,CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,sweet
6174,Nc1ccccc1S,sour
6175,CC(C)C(N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6176,CCCCCC=CCCO,undefined
6177,COc1cc(C=CC(=O)c2ccc(O)cc2O)ccc1OC1OC(CO)C(O)C(O)C1O,sweet
6178,CC=C(C)C(CCCCCCC(C)CCCC(C)C)OC1C(CO)OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(OC)c(OC)c4)oc3c2)C(O)C1O,sweet
6179,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet
6180,CCCCCOCC1OC(OCC)C(O)C(O)C1O,sweet
6181,CCCCCCCCOC(=O)CCCCCC,undefined
6182,CCCC(=O)c1ccccc1,undefined
6183,CCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,sweet
6184,CNc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC1O,sweet
6185,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1,sweet
6186,Nc1c(O)cccc1C(=O)O,sour
6187,CCCCCCCCCCCCCCCCCCCCCC,undefined
6188,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,bitter
6189,O=C1C(O)=C(O)OC1C(O)CO,undefined
6190,CCOC(=O)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet
6191,O=c1cc(-c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,sweet
6192,COc1ccc(C2Cc3cc(OC)c(OC)c(O)c3C(=O)O2)cc1,sweet
6193,CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,bitter
6194,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,sweet
6195,COc1ccc2cc1-c1cc(ccc1O)CC1c3cc4c(cc3CCN1C)Oc1c(OC)cc3c(c1O4)C(C2)N(C)CC3,bitter
6196,CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,undefined
6197,CCC(=O)C(C)O,undefined
6198,O=[N+]([O-])NCCC([N+](=O)[O-])[N+](=O)[O-],sour
6199,CCCCCOC1C(OC(C)C)OC(COC)C(O)C1OCCC,sweet
6200,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)C2CCCCCC2)cc1,sweet
6201,O=C(O)c1ccc(C(=O)O)cc1,sour
6202,COCC(O)C1OC(OC)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
6203,O=C(c1ccccc1)c1ccc(O)c(O)c1OC1OC(CO)C(O)C(O)C1O,sweet
6204,Cn1c(Cc2ccccc2)nc(=O)c2ccccc21,bitter
6205,OCC(O)C(OB(O)O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,sweet
6206,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet
6207,OCC1OC(O)C(O)C(O)C1OC1OC(C(O)(O)O)C(O)C(O)C1O,sweet
6208,O=S=O,bitter
6209,NC(CC(=O)O)C(=O)NCCOc1ccccc1,sweet
6210,OCCCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
6211,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,bitter
6212,CC(=O)C(O)Cc1ccccc1,sweet
6213,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3ccc(OC)c(O)c3)oc2c1,sweet
6214,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)cc(O)c12,sweet
6215,OCC1OC(OC2C(CO)OCC(O)C2O)C(O)C(O)C1O,sweet
6216,CCCS(=O)CC(N)C(=O)O,undefined
6217,Nc1ncnc2[nH]nnc12,sour
6218,CC(C)CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
6219,CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet
6220,CCCC(CO)OC1OC(CO)C(O)C(O)C1O,sweet
6221,Cc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet
6222,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,bitter
6223,C=C(C)C1CCC2(C)C(CC(OC3OCC(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O,sweet
6224,CC(C)C(=O)C1=C(O)C2(O)C(CC3C(C)(C)C(C(C)(C)O)CC32O)C1=O,bitter
6225,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C)CCC34C)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
6226,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,sweet
6227,COC1OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
6228,O=c1c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)cc2oc2c(O)ccc(O)c12,sweet
6229,OCC1OC(O)C(O)(O)C(O)(O)C1O,sweet
6230,CC(=O)c1cc(Cl)c(O)c(Cl)c1,sour
6231,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3O)c(=O)c12,sweet
6232,CC(=O)CCc1ccc(OC(C)=O)cc1,undefined
6233,O=[N+]([O-])C(CCCO)[N+](=O)[O-],sour
6234,CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(O)C2C13CO,bitter
6235,O=c1c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)coc2c(OC3OC(CO)C(O)C(O)C3O)c(O)ccc12,sweet
6236,CC(C)C1CCC2CC(=O)CCC2C1,undefined
6237,CC(=O)OC1C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)OC(C(=O)O)C(OC2OCC(O)C(O)C2O)C1O,sweet
6238,CCCCOC1C(C)OC(OC)C(OCCCC)C1O,sweet
6239,NC(=O)C[N+](=O)[O-],sour
6240,CN(CCC([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],sour
6241,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(CO)C(O)C(O)C4O)c(OC)c3o2)ccc1O,sweet
6242,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC)CCC34C)C2(C)C)C(OC2OCC(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
6243,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet
6244,COc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1OC1OC(CO)C(O)C(O)C1O,sweet
6245,COc1ccccc1C1CC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2O1,sweet
6246,COC1=CC(C)C2CC3OC(=O)CC4C(C)C5OCOC5C(C2(C)C1=O)C34C,bitter
6247,CC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)O,sweet
6248,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O.O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],sweet
6249,CC1OC(CCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
6250,COc1cc(C=CC(=O)NCCc2c[nH]c3ccc(O)cc23)ccc1O,bitter
6251,Nc1ncnc2c1ncn2C1(N)OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
6252,CCCCOC(=O)CCCC,sweet
6253,NNC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],sour
6254,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,bitter
6255,COC(=O)CCNC(=O)C(CC1CCCCC1)NC(=O)C(CCCc1ccc(C)cc1)CC(=O)O,sweet
6256,O=C1CC=NN1c1ccccc1,sour
6257,CC(C)CC(NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6258,COc1ccc(-c2oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3c(=O)c2O)cc1OC,sweet
6259,CC(CO)(CO)C(=O)O,sour
6260,CCOC1OC(CO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,sweet
6261,CC(C)CC1OCC(CO)O1,undefined
6262,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,sweet
6263,CC(C)Oc1ccc(NC(=O)NC(C)(C)C)cc1,sweet
6264,COC(=O)CCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
6265,CCCCNc1nc(N)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet
6266,COC1C(O)COC(OC2C(C)OC(O)C(O)C2O)C1O,sweet
6267,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,bitter
6268,CC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
6269,O=C(O)Cc1cccs1,sour
6270,CC1(C(=O)O)CCC2(C)CCC3C(=CC(=O)C4C3(C)CCC3C(C)(C)C(OC5OC(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(O)C5O)CCC34C)C2C1,sweet
6271,C=CCCCCCCCCC(=O)O,sweet
6272,CN(C)c1ccc(P(=O)(O)O)cc1,sour
6273,COC1=CC(C)C2CC3OC(O)CC4C(C)(O)C(OC)C(O)C(C2(C)C1=O)C34C,bitter
6274,O=C(O)COc1ccccc1Cl,sour
6275,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)O,sweet
6276,NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O,sweet
6277,O=C(O)c1cc(Cl)c[nH]1,sour
6278,OCC(O)COC1(O)C(O)OC(CO)C(O)C1O,sweet
6279,COc1ccc(S(=O)O)cc1,sour
6280,C[N+]1(C)CC(O)CC1C(=O)[O-],sweet
6281,CC1OC(O)C(O)C(OC2OC(C)C(OS(=O)(=O)O)C(O)C2O)C1O,sweet
6282,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC4OC(CO)C(OC5OCC(O)C(OC6OCC(O)C(O)C6O)C5O)C(O)C4O)c3)oc2c1,sweet
6283,CCCC(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6284,CC=C(C)C(=O)OC(C)C,sweet
6285,CCCCCc1cccc(=O)o1,undefined
6286,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3c(c2)CCC3)cc1,sweet
6287,CCc1cncc(C)n1,undefined
6288,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
6289,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter
6290,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)NP(=O)(O)OP(=O)(O)O)O1,sweet
6291,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OCC(O)CO)C1O,sweet
6292,CC(CC(=O)O)(C(=O)O)c1ccc([N+](=O)[O-])cc1,sour
6293,NC(=O)CC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6294,CN(C)C(=O)CCC([N+](=O)[O-])[N+](=O)[O-],sour
6295,CC(O)CCC(O)CO,sweet
6296,O=c1cc(-c2ccccc2)oc2ccccc12,bitter
6297,CCC(CC)OC1CC(O)C(O)C(C)O1,sweet
6298,CCC=CCC=CC=CC(=O)O,undefined
6299,CC(=O)OCC(CC(C)C)NC(=O)C(N)CC(=O)O,undefined
6300,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OCC(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C(O)CC34C)C2(C)C)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
6301,CC(=O)OCC1OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C(O)C(OC(C)=O)C1O,sweet
6302,NC(=O)CCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet
6303,COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
6304,CCCCCNP1(=O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O1,sweet
6305,COCC1OC(OC2(COC)OC(CO)C(OC)C2OC)C(OC)C(OC)C1OC,sweet
6306,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,bitter
6307,CC1OC(OC(C(O)CO)C(O)CO)C(O)C(O)C1O,sweet
6308,NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
6309,CCC=CCC1CCCC1=O,undefined
6310,CC(O)C(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6311,CCCCCCOC1OC(C)C(O)C(O)C1O,sweet
6312,COc1cc(O)c2c(=O)cc(-c3ccc(OC4OC(CO)C(O)C(O)C4OC4OCC(O)(CO)C4O)c(OC)c3)oc2c1,sweet
6313,OCC1(O)OCCC(O)C1O,sweet
6314,NC(=O)CCC(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6315,COc1cc(O)c2c(c1OC)OC(c1c(O)cccc1OC1OC(CO)C(O)C(O)C1O)CC2=O,sweet
6316,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(C(=O)OC)CCC5(C)CCC34C)C2(C)C)C(O)C(O)C1O,sweet
6317,CC(CCC(C)OC1OC(C)C(O)CC1O)OC1OC(C)C(O)CC1O,sweet
6318,O=c1c(-c2ccc(O)c(O)c2)coc2cc(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)cc(O)c12,sweet
6319,CCCCCCCCCOC1OC(CO)C(O)C1O,sweet
6320,O=S(=O)(O)C(O)c1ccncc1,sour
6321,CCCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],sweet
6322,Oc1nc2ncncc2nc1S,sour
6323,OCC(O)C(O)C(O)C(O)COB(O)O,sweet
6324,CC1OC(OC2C(CO)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)C(O)C2O)C(O)C(O)C1O,sweet
6325,CP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
6326,COc1cc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O,sweet
6327,COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)c1ccccc1,sweet
6328,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OCCC2O)C(O)C1O,sweet
6329,CC1OC(O)C(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet
6330,CSC(C)CC(C)=O,undefined
6331,CCC(Br)(CC)C(N)=O,bitter
6332,COCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
6333,Cn1c(=O)nc[nH]c1=O,sour
6334,COc1cc(-c2cc(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3o2)ccc1O,sweet
6335,CCOC(=O)CC1NC(=O)C(Cc2ccccc2)NC1=O,sweet
6336,COc1cc(C2OCCc3ccccc3O2)ccc1O,undefined
6337,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
6338,OCC1OC(CO)(OC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet
6339,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
6340,O=C(O)CCC1CCCC1=O,sour
6341,CCC(O)CC,sweet
6342,CC(NC(=O)CN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet
6343,CC(CCC(O)C(C)(C)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C,sweet
6344,COc1cc(OC2OCC(OC3OCC(O)C(O)C3O)C(O)C2O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,sweet
6345,CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
6346,O=C(O)c1ccc(=O)oc1,sour
6347,CC1C(=O)C23CC1CC(O)C2C12COCC1C(C)(C)CCC2OC3=O,undefined
6348,CC1OC(Oc2cc(O)c3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet
6349,COc1c(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3ccccc3O)cc(=O)c2c1O,sweet
6350,CC(NC(=O)C(N)CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6351,O=C1N=S(=O)(O)c2ccccc21,sweet
6352,CCCCCCCCCOC1OC(C(O)CO)C(O)C1O,sweet
6353,Nc1ncnc2c1nc(Cl)n2C1OC2COP(O)(=S)OC2C1O,sweet
6354,CC1(C)CC(O)C2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
6355,NCCCCCCC(=O)O,sour
6356,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC1OCC(O)C(O)C1O,sweet
6357,CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,sweet
6358,COc1ccc(CNc2ccccc2)cc1O,sweet
6359,CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6360,N#Cc1c(O)cccc1Cl,sour
6361,O=C1c2ccccc2S(=O)(=O)N1[Si],sweet
6362,O=CCS,undefined
6363,O=c1c(O)c(O)c(=O)c(=O)c1=O,sour
6364,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(C4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c3o2)cc1O,sweet
6365,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,bitter
6366,CCCCCCCC(=O)OCCc1scnc1C,undefined
6367,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,sweet
6368,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C)C(=O)C(O)C34C)C2(C)C)C(O)C(O)C1O,sweet
6369,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)NC(CCCCN)C(=O)O,sweet
6370,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)C(OC1OC(C(O)CO)C(O)C1O)C2O,undefined
6371,COCC1OC(OC2C(CO)OCC(O)C2OC)C(O)C(O)C1O,sweet
6372,COC1OC(CO)C2OC(C)OC2C1O,sweet
6373,CC(C)OP1(=S)OCC2OC(n3cnc4c(N)nc(N)nc43)C(O)C2O1,sweet
6374,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
6375,CCCC[Sn]1(CCCC)OCC2OC(OC)C(O)C(O)C2O1,sweet
6376,COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
6377,O=C(O)C(Cc1ccccc1)C(=O)O,sour
6378,CC(C)C(C)S,undefined
6379,CC(C)C(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6380,Nc1nc(Cl)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,sweet
6381,O=c1c2ccccc2oc2ccccc12,bitter
6382,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1,sweet
6383,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,bitter
6384,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OCCO)C(O)C1O,sweet
6385,Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)OP(=O)(O)O)C1O,sweet
6386,CC=CC=CCOC(C)=O,undefined
6387,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
6388,COC1C(O)C(C)OC(O)C1O,sweet
6389,CCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
6390,OCC1OC(OCCOCCOCl)C(O)C(O)C1O,sweet
6391,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O,sour
6392,CC(C)CC(NC(=O)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)O)C(C)C,sweet
6393,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)O,sweet
6394,CCCCOC1C(CO)OC(OCCC)C(O)C1O,sweet
6395,CCCCCCCCCCCCC=O,sweet
6396,C[Si](C)(C)N1C(=O)c2ccccc2S1(=O)=O,sweet
6397,OCC1OC(OC2OC(CO)C(O)C(O)C2OSOOO)C(O)C(O)C1O,sweet
6398,CC(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
6399,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)O,sweet
6400,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,bitter
6401,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OOC2OC(CO)C(O)C(O)C2O)ccc1O,sweet
6402,CCCCCCCCCCCCOC(=O)CC(NC(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCc1ccccc1)C(C)CC)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O,sweet
6403,CC(=O)OC1C(C)OC(OC2C(O)C3(C)CCC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC54C)C3CC2(C)CO)C(OC(C)=O)C1OC(C)=O,sweet
6404,NC(CC(=O)c1ccccc1NC=O)C(=O)O,sweet
6405,CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,sweet
6406,CC1OC(OC2C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,sweet
6407,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC=O,sweet
6408,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)OCCCC)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
6409,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
6410,Nc1ncnc2c1[nH]c[n+]2C1OC(CO)C(OP(=O)([O-])O)C1O,sweet
6411,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,sweet
6412,CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,sweet
6413,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,sweet
6414,CCOC(=O)C(CC)C(=O)O,sour
6415,OCC(O)C1OC(O)CC1O,sweet
6416,CSC(=O)c1ccco1,undefined
6417,COP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
6418,O=C(O)CSc1cccc([N+](=O)[O-])c1,sour
6419,CNC(=O)C(N)CCCCNC(=O)CC(NC(CCc1ccccc1)C(=O)O)C(=O)OC(C)(C)C,sweet
6420,Cc1ccc(C(C)O)cc1,sweet
6421,COC1COC(O)C(OC)C1O,sweet
6422,O=CC(O)(I)C(O)C(O)C(O)CO,sweet
6423,COC(=O)C(Cc1ccccc1)NC(=O)CC(N)CC(=O)O,sweet
6424,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CC(O)C6(C)CCC45C)C3(C)CO)OC(C(=O)O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(O)C1O,sweet
6425,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(N)CC(=O)O)C(=O)O,sweet
6426,O=[N+]([O-])c1ccc(O)cc1,sour
6427,CCC(C)C(NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,sweet
6428,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet
